"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","attn_check_1_1","attn_check_1_2","attn_check_1_3","attn_check_2","WW_deteriorate_Q1_1","WW_deteriorate_Q2_1","comprehension_chk_Q1","comprehension_chk_Q2","WW_improve_Q1_1","WW_improve_Q2_1","comprehension_chk_Q1.1","comprehension_chk_Q2.1","BL_deteriorate_Q1_1","BL_deteriorate_Q2_1","comprehension_chk_Q1.2","comprehension_chk_Q2.2","BL_improve_Q1_1","BL_improve_Q2_1","comprehension_chk_Q1.3","comprehension_chk_Q2.3","WL_detiriorate_Q1_1","WL_detiriorate_Q2_1","comprehension_chk_Q1.4","comprehension_chk_Q2.4","WL_improve_Q1_1","WL_improve_Q2_1","comprehension_chk_Q1.5","comprehension_chk_Q2.5","AM_deteriorate_Q1_1","AM_deteriorate_Q2_1","comprehension_chk_Q1.6","comprehension_chk_Q2.6","AM_improve_Q1_1","AM_improve_Q2_1","comprehension_chk_Q1.7","comprehension_chk_Q2.7","TC_deteriorate_Q1_1","TC_deteriorate_Q2_1","comprehension_chk_Q1.8","comprehension_chk_Q2.8","TC_improve_Q1_1","TC_improve_Q2_1","comprehension_chk_Q1.9","comprehension_chk_Q2.9","RO_deteriorate_Q1_1","RO_deteriorate_Q2_1","comprehension_chk_Q1.10","comprehension_chk_Q2.10","RO_improve_Q1_1","RO_improve_Q2_1","comprehension_chk_Q1.11","comprehension_chk_Q2.11","BT_deteriorate_Q1_1","BT_deteriorate_Q2_1","comprehension_chk_Q1.12","comprehension_chk_Q2.12","BT_improve_Q1_1","BT_improve_Q2_1","comprehension_chk_Q1.13","comprehension_chk_Q2.13","DL_deteriorate_Q1_1","DL_deteriorate_Q2_1","comprehension_chk_Q1.14","comprehension_chk_Q2.14","DL_improve_Q1_1","DL_improve_Q2_1","comprehension_chk_Q1.15","comprehension_chk_Q2.15","politics_1","gender","gender_4_TEXT","ethnicity","ethnicity_5_TEXT","age","education","education_9_TEXT","comments","StudyID","FL_4_DO"
"5/7/20 8:45","5/7/20 8:47",0,11,100,77,1,"5/7/20 8:47","R_1OwTyynX3T0qQMe",NA,NA,NA,NA,11,11,"anonymous","EN",1,15,20,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,4,1,5,2,"",1,"",32,2,NA,"","cmc_1a","DocLips,Improve"
"5/7/20 8:45","5/7/20 8:47",0,12,100,128,1,"5/7/20 8:47","R_bmjScGuX9hl3LR7",NA,NA,NA,NA,12,12,"anonymous","EN",1,15,20,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,92,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,"",1,"",42,5,NA,"","cmc_1a","WonderlandClothing,Deteriorate"
"5/7/20 8:45","5/7/20 8:47",0,13,100,131,1,"5/7/20 8:47","R_ZBNRM0kY6izZ6bD",NA,NA,NA,NA,13,13,"anonymous","EN",1,15,40,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,60,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,"",1,"",45,5,NA,"","cmc_1a","Tecigo,Deteriorate"
"5/7/20 8:45","5/7/20 8:47",0,14,100,110,1,"5/7/20 8:47","R_eVDPL40CC9Qd2hj",NA,NA,NA,NA,14,14,"anonymous","EN",1,15,30,50,1,76,78,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,1,"",1,"",23,4,NA,"","cmc_1a","WestWinter,Deteriorate"
"5/7/20 8:45","5/7/20 8:47",0,15,100,99,1,"5/7/20 8:47","R_7TFZyVxtWs8EJJn",NA,NA,NA,NA,15,15,"anonymous","EN",1,15,30,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,88,2,1,15,2,"",1,"",61,5,NA,"","cmc_1a","DocLips,Improve"
"5/7/20 8:44","5/7/20 8:47",0,16,100,176,1,"5/7/20 8:47","R_0VuyEBPyKgQzCG5",NA,NA,NA,NA,16,16,"anonymous","EN",1,15,40,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,57,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,"",1,"",33,6,NA,"none","cmc_1a","AccessMine,Improve"
"5/7/20 8:45","5/7/20 8:47",0,17,100,135,1,"5/7/20 8:47","R_Y0lfho5D3aSMMEx",NA,NA,NA,NA,17,17,"anonymous","EN",1,15,55,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,100,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1,"",1,"",35,5,NA,"","cmc_1a","AccessMine,Improve"
"5/7/20 8:44","5/7/20 8:47",0,18,100,177,1,"5/7/20 8:47","R_BA4kGyvddrHEYb7",NA,NA,NA,NA,18,18,"anonymous","EN",1,15,23,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"",5," ",48,5,NA,"selling poison to people is selling poison to people no matter how the old the people","cmc_1a","BluewaterTobacco,Improve"
"5/7/20 8:44","5/7/20 8:47",0,19,100,152,1,"5/7/20 8:47","R_3FIsscIGgK7SgUk",NA,NA,NA,NA,19,19,"anonymous","EN",1,15,30,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,61,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,"",1,"",48,6,NA,"","cmc_1a","RoyalOil,Improve"
"5/7/20 8:45","5/7/20 8:47",0,20,100,134,1,"5/7/20 8:47","R_2saqlLsoamhUKFu",NA,NA,NA,NA,20,20,"anonymous","EN",1,15,40,69,1,92,92,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,"",2,"",52,6,NA,"","cmc_1a","WestWinter,Deteriorate"
"5/7/20 8:46","5/7/20 8:47",0,21,100,64,1,"5/7/20 8:47","R_2BalVhpp9qGswzL",NA,NA,NA,NA,21,21,"anonymous","EN",1,15,30,40,1,NA,NA,NA,NA,NA,NA,NA,NA,62,95,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,1,"",1,"",28,5,NA,"Thank you!","cmc_1a","BrighterLab,Deteriorate"
"5/7/20 8:45","5/7/20 8:47",0,22,100,113,1,"5/7/20 8:47","R_1FQYAFSZpNIpggA",NA,NA,NA,NA,22,22,"anonymous","EN",1,15,20,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,71,4,1,45,2,"",1,"",48,6,NA,"","cmc_1a","DocLips,Improve"
"5/7/20 8:46","5/7/20 8:47",0,23,100,59,1,"5/7/20 8:47","R_3RqoCf5yqj8qZi6",NA,NA,NA,NA,23,23,"anonymous","EN",1,15,33,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,39,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1,"",1,"",34,5,NA,"No, thank you.","cmc_1a","RoyalOil,Deteriorate"
"5/7/20 8:45","5/7/20 8:47",0,24,100,158,1,"5/7/20 8:47","R_R9n6tl6KFT8aS09",NA,NA,NA,NA,24,24,"anonymous","EN",1,15,20,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,70,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,"",3,"",27,3,NA,"","cmc_1a","RoyalOil,Improve"
"5/7/20 8:45","5/7/20 8:47",0,25,100,160,1,"5/7/20 8:47","R_2DZHDovp67uVmfT",NA,NA,NA,NA,25,25,"anonymous","EN",1,15,30,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,85,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,"",1,"",62,6,NA,"","cmc_1a","BluewaterTobacco,Deteriorate"
"5/7/20 8:45","5/7/20 8:47",0,26,100,160,1,"5/7/20 8:47","R_2dQ3JTbxKmeNBju",NA,NA,NA,NA,26,26,"anonymous","EN",1,15,30,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1,"",1,"",23,2,NA,"","cmc_1a","RoyalOil,Improve"
"5/7/20 8:46","5/7/20 8:47",0,27,100,77,1,"5/7/20 8:47","R_2R3bt5uMV6Zr5nW",NA,NA,NA,NA,27,27,"anonymous","EN",1,15,20,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,99,3,2,NA,NA,NA,NA,NA,NA,NA,NA,100,2,"",1,"",39,5,NA,"","cmc_1a","BluewaterTobacco,Improve"
"5/7/20 8:45","5/7/20 8:47",0,28,100,161,1,"5/7/20 8:47","R_2y4lDxxCYH3hYav",NA,NA,NA,NA,28,28,"anonymous","EN",1,15,20,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,2,3,NA,NA,NA,NA,1,2,"",1,"",23,2,NA,"","cmc_1a","DocLips,Deteriorate"
"5/7/20 8:46","5/7/20 8:48",0,29,100,82,1,"5/7/20 8:48","R_uaCk32YmfHtXebT",NA,NA,NA,NA,29,29,"anonymous","EN",1,55,54,59,1,NA,NA,NA,NA,NA,NA,NA,NA,63,61,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,1,"",1,"",44,3,NA,"thanks","cmc_1a","BrighterLab,Deteriorate"
"5/7/20 8:45","5/7/20 8:48",0,30,100,145,1,"5/7/20 8:48","R_PRPz1s5ivFbuV4R",NA,NA,NA,NA,30,30,"anonymous","EN",1,15,30,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,36,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,"",2,"",34,5,NA,"","cmc_1a","RoyalOil,Deteriorate"
"5/7/20 8:45","5/7/20 8:48",0,31,100,138,1,"5/7/20 8:48","R_BueUwWmuee1IriV",NA,NA,NA,NA,31,31,"anonymous","EN",1,15,50,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,100,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2,"",1,"",34,5,NA,"","cmc_1a","AccessMine,Deteriorate"
"5/7/20 8:46","5/7/20 8:48",0,32,100,94,1,"5/7/20 8:48","R_3KuyAYuoXDLGDKF",NA,NA,NA,NA,32,32,"anonymous","EN",1,15,30,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,92,2,4,NA,NA,NA,NA,0,1,"",1,"",47,5,NA,"","cmc_1a","DocLips,Deteriorate"
"5/7/20 8:46","5/7/20 8:48",0,33,100,146,1,"5/7/20 8:48","R_3s6PnJEB6oTjd95",NA,NA,NA,NA,33,33,"anonymous","EN",1,15,30,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,45,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1,"",1,"",37,6,NA,"","cmc_1a","Tecigo,Deteriorate"
"5/7/20 8:44","5/7/20 8:48",0,34,100,226,1,"5/7/20 8:48","R_1K9IXvZ03igJBxW",NA,NA,NA,NA,34,34,"anonymous","EN",1,16,30,60,1,NA,NA,NA,NA,NA,NA,NA,NA,75,90,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2,"",1,"",58,5,NA,"Thanks, dislike corps who try to pass off their donations as ours.  Don't care what they donate too. ","cmc_1a","BrighterLab,Deteriorate"
"5/7/20 8:48","5/7/20 8:48",0,35,100,34,1,"5/7/20 8:48","R_2BepKKbZ3jnABs6",NA,NA,NA,NA,35,35,"anonymous","EN",1,52,40,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,58,2,4,NA,NA,NA,NA,NA,NA,NA,NA,62,1,"",1,"",27,4,NA,"","cmc_1a","BluewaterTobacco,Improve"
"5/7/20 8:47","5/7/20 8:48",0,36,100,88,1,"5/7/20 8:48","R_1KqySew4xWthePr",NA,NA,NA,NA,36,36,"anonymous","EN",1,15,30,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,30,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,"",1,"",35,5,NA,"","cmc_1a","BrighterLab,Improve"
