"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","attn_check_1","attn_check_2","attn_check_3_1","attn_check_3_2","attn_check_3_3","attn_check_4","original_essence_1","same_company_1","agree_person_1","reflect_essence_1","remain_bad_essence_1","remain_good_essence_1","comp_before","comp_after","politics_1","gender","gender_4_TEXT","ethnicity","ethnicity_5_TEXT","age","education","education_9_TEXT","comments","StudyID","Vignette1","VignetteID1","Vignette2","VignetteID2","FL_5_DO"
"1/27/22 14:59","1/27/22 15:01",0,"Anonymized",100,127,1,"1/27/22 15:01","R_2xFuXXHNDMyrEjm",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,72,100,100,100,100,0,1,3,0,2,"",1,"","35",5,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using quality and properly inspected materials to ensure patient safety, with lesser regard for maximizing profit. The products they sell using cheap and uninspected materials are just a thin veneer over this more essential part of the product line. ","good_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from quality and properly inspected materials. Instead, from this day onward, the company always sells products made from just cheap and uninspected materials.","deteriorate_essence","FL_37"
"1/27/22 14:59","1/27/22 15:02",0,"Anonymized",100,166,1,"1/27/22 15:02","R_1OkOhQKPh0fdM2y",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,32,67,57,43,100,0,1,3,53,1,"",3,"","30",5,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using cheap and uninspected materials to maximize profit, with lesser regard for ensuring patient safety. The products they sell using quality and properly inspected materials are just a thin veneer over this more essential part of the product line. ","bad_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from quality and properly inspected materials. Instead, from this day onward, the company always sells products made from just cheap and uninspected materials.","deteriorate_essence","FL_41"
"1/27/22 15:02","1/27/22 15:06",0,"Anonymized",100,219,1,"1/27/22 15:06","R_2CDifu9M0gYFFGB",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,67,70,75,66,1,99,1,2,50,1,"",1,"","44",4,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using quality and properly inspected materials to ensure patient safety, with lesser regard for maximizing profit. The products they sell using cheap and uninspected materials are just a thin veneer over this more essential part of the product line. ","good_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from cheap and uninspected materials. Instead, from this day onward, the company always sells products made from just quality and properly inspected materials.","improve_essence","FL_36"
"1/27/22 15:01","1/27/22 15:06",0,"Anonymized",100,271,1,"1/27/22 15:06","R_2CV1NOhToKRtaJ5",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,1,92,100,32,0,100,1,2,98,2,"",1,"","58",4,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using cheap and uninspected materials to maximize profit, with lesser regard for ensuring patient safety. The products they sell using quality and properly inspected materials are just a thin veneer over this more essential part of the product line. ","bad_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from cheap and uninspected materials. Instead, from this day onward, the company always sells products made from just quality and properly inspected materials.","improve_essence","FL_38"
"1/27/22 15:29","1/27/22 15:32",0,"Anonymized",100,153,1,"1/27/22 15:32","R_1LXzq0DCtHc1Fsm",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,5,61,78,72,1,88,3,2,98,2,"",1,"","44",5,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using cheap and uninspected materials to maximize profit, with lesser regard for ensuring patient safety. The products they sell using quality and properly inspected materials are just a thin veneer over this more essential part of the product line. ","bad_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from cheap and uninspected materials. Instead, from this day onward, the company always sells products made from just quality and properly inspected materials.","improve_essence","FL_38"
"1/27/22 15:31","1/27/22 15:33",0,"Anonymized",100,124,1,"1/27/22 15:33","R_1IguyJHSWOwRKFe",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,81,94,74,87,100,0,2,3,1,2,"",1,"","28",8,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using quality and properly inspected materials to ensure patient safety, with lesser regard for maximizing profit. The products they sell using cheap and uninspected materials are just a thin veneer over this more essential part of the product line. ","good_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from quality and properly inspected materials. Instead, from this day onward, the company always sells products made from just cheap and uninspected materials.","deteriorate_essence","FL_37"
"1/27/22 15:30","1/27/22 15:34",0,"Anonymized",100,209,1,"1/27/22 15:34","R_1f8ywnRjDyTMLZQ",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,0,10,10,15,100,0,1,3,50,1,"",1,"","36",5,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using cheap and uninspected materials to maximize profit, with lesser regard for ensuring patient safety. The products they sell using quality and properly inspected materials are just a thin veneer over this more essential part of the product line. ","bad_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from quality and properly inspected materials. Instead, from this day onward, the company always sells products made from just cheap and uninspected materials.","deteriorate_essence","FL_41"
"1/27/22 15:32","1/27/22 15:34",0,"Anonymized",100,139,1,"1/27/22 15:34","R_1diONVscogfEOZ5",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,61,85,90,75,0,100,1,2,19,1,"",1,"","38",6,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using quality and properly inspected materials to ensure patient safety, with lesser regard for maximizing profit. The products they sell using cheap and uninspected materials are just a thin veneer over this more essential part of the product line. ","good_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from cheap and uninspected materials. Instead, from this day onward, the company always sells products made from just quality and properly inspected materials.","improve_essence","FL_36"
"1/27/22 15:34","1/27/22 15:37",0,"Anonymized",100,150,1,"1/27/22 15:37","R_1dzrqGB0cWO78iv",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,70,100,100,100,100,0,1,3,46,1,"",1,"","40",4,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using quality and properly inspected materials to ensure patient safety, with lesser regard for maximizing profit. The products they sell using cheap and uninspected materials are just a thin veneer over this more essential part of the product line. ","good_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from quality and properly inspected materials. Instead, from this day onward, the company always sells products made from just cheap and uninspected materials.","deteriorate_essence","FL_37"
"1/27/22 15:37","1/27/22 15:39",0,"Anonymized",100,152,1,"1/27/22 15:39","R_PO57iLAqebWok0x",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,0,100,100,100,0,100,1,2,50,1,"",3,"","32",5,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using cheap and uninspected materials to maximize profit, with lesser regard for ensuring patient safety. The products they sell using quality and properly inspected materials are just a thin veneer over this more essential part of the product line. ","bad_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from cheap and uninspected materials. Instead, from this day onward, the company always sells products made from just quality and properly inspected materials.","improve_essence","FL_38"
"1/27/22 15:34","1/27/22 15:41",0,"Anonymized",100,416,1,"1/27/22 15:41","R_2SAJaWfAlIc6V7Y",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,22,66,79,71,0,100,1,2,29,2,"",1,"","41",5,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using cheap and uninspected materials to maximize profit, with lesser regard for ensuring patient safety. The products they sell using quality and properly inspected materials are just a thin veneer over this more essential part of the product line. ","bad_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from quality and properly inspected materials. Instead, from this day onward, the company always sells products made from just cheap and uninspected materials.","deteriorate_essence","FL_41"
"1/27/22 15:37","1/27/22 15:45",0,"Anonymized",100,462,1,"1/27/22 15:45","R_sB7TweKslTtGqK5",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,60,100,100,100,0,100,1,2,10,2,"",3,"","40",5,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using quality and properly inspected materials to ensure patient safety, with lesser regard for maximizing profit. The products they sell using cheap and uninspected materials are just a thin veneer over this more essential part of the product line. ","good_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from cheap and uninspected materials. Instead, from this day onward, the company always sells products made from just quality and properly inspected materials.","improve_essence","FL_36"
"1/27/22 15:43","1/27/22 15:46",0,"Anonymized",100,181,1,"1/27/22 15:46","R_RRdsnFbVII9kcyl",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,11,0,0,0,100,0,1,3,27,1,"",1,"","37",5,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using cheap and uninspected materials to maximize profit, with lesser regard for ensuring patient safety. The products they sell using quality and properly inspected materials are just a thin veneer over this more essential part of the product line. ","bad_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from quality and properly inspected materials. Instead, from this day onward, the company always sells products made from just cheap and uninspected materials.","deteriorate_essence","FL_41"
"1/27/22 16:02","1/27/22 16:05",0,"Anonymized",100,172,1,"1/27/22 16:05","R_3sjLBbiAnLVhEwR",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,80,15,10,10,0,100,1,2,45,1,"",1,"","33",2,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using quality and properly inspected materials to ensure patient safety, with lesser regard for maximizing profit. The products they sell using cheap and uninspected materials are just a thin veneer over this more essential part of the product line. ","good_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from cheap and uninspected materials. Instead, from this day onward, the company always sells products made from just quality and properly inspected materials.","improve_essence","FL_36"
"1/27/22 16:03","1/27/22 16:06",0,"Anonymized",100,144,1,"1/27/22 16:06","R_22soDEfTd4unNrX",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,10,100,100,100,0,100,1,2,49,2,"",1,"","35",4,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using cheap and uninspected materials to maximize profit, with lesser regard for ensuring patient safety. The products they sell using quality and properly inspected materials are just a thin veneer over this more essential part of the product line. ","bad_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from cheap and uninspected materials. Instead, from this day onward, the company always sells products made from just quality and properly inspected materials.","improve_essence","FL_38"
"1/27/22 16:07","1/27/22 16:10",0,"Anonymized",100,189,1,"1/27/22 16:10","R_10GEolSf9HEdgeM",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,20,100,80,0,0,100,1,2,40,2,"",2,"","34",5,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using quality and properly inspected materials to ensure patient safety, with lesser regard for maximizing profit. The products they sell using cheap and uninspected materials are just a thin veneer over this more essential part of the product line. ","good_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from cheap and uninspected materials. Instead, from this day onward, the company always sells products made from just quality and properly inspected materials.","improve_essence","FL_36"
"1/27/22 16:07","1/27/22 16:10",0,"Anonymized",100,192,1,"1/27/22 16:10","R_2SBrfNeDm2aQxef",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,45,88,70,84,78,9,1,3,50,2,"",1,"","29",3,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using quality and properly inspected materials to ensure patient safety, with lesser regard for maximizing profit. The products they sell using cheap and uninspected materials are just a thin veneer over this more essential part of the product line. ","good_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from quality and properly inspected materials. Instead, from this day onward, the company always sells products made from just cheap and uninspected materials.","deteriorate_essence","FL_37"
"1/27/22 16:07","1/27/22 16:11",0,"Anonymized",100,223,1,"1/27/22 16:11","R_s7MoOJ4WvZIWug9",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,2,2,NA,NA,NA,NA,81,100,100,100,100,0,1,3,1,2,"",1,"","52",4,"","","cmc_8","In the present day, some companies sell a mixture of products made from cheap and uninspected materials and products made from quality and properly inspected materials. But <em>Medical Connect</em>, a small company that sells medical equipment, is different. Even though it sells a mix of these two kinds of products, everyone who purchases products from the company can tell that the real essence of the company is its focus on using quality and properly inspected materials to ensure patient safety, with lesser regard for maximizing profit. The products they sell using cheap and uninspected materials are just a thin veneer over this more essential part of the product line. ","good_essence","...Then, after a number of years, there is a sudden administrative change. The manager of the company is replaced by a new manager who decides to shake things up in certain ways. Specifically, the new manager decides to completely eliminate all products made from quality and properly inspected materials. Instead, from this day onward, the company always sells products made from just cheap and uninspected materials.","deteriorate_essence","FL_37"
